Region_Geografica,Acceso_Servicios_Financieros,Tiempo_Pago_Horas,Uso_Tecnologia_Movil,Ingresos_Mensuales,Preferencia_Pago,Tenencia_Telefono_Celular,Edad,Nivel_Educativo,Frecuencia_Transacciones,Costo_Transporte_Pago,Numero_Cuentas_Bancarias,Satisfaccion_Servicios_Financieros,Sucursales_10KM
Comuna 5,Sin Acceso,4.07,Bajo,1437914,Presencial,Sí,42,Universitario,37,1870.05,3,Insatisfecho,1
Comuna 13,Sin Acceso,7.13,Alto,2136790,Presencial,No,26,Técnico,45,15368.23,3,Satisfecho,3
Comuna 8,Cuenta Bancaria,3.45,Alto,561797,Presencial,Sí,39,Técnico,33,9959.69,0,Muy Satisfecho,0
Comuna 10,Billetera Movil,2.3,Medio,2537716,Presencial,No,64,Universitario,17,9849.03,0,Satisfecho,0
Zona Rural,Sin Acceso,5.97,Bajo,992901,Presencial,Sí,57,Universitario,7,7170.59,0,Muy Satisfecho,0
Comuna 10,Sin Acceso,3.0,Bajo,2876186,Presencial,Sí,68,Primaria,23,18345.61,0,Insatisfecho,1
Zona Rural,Cuenta Bancaria,0.88,Alto,2008524,Presencial,No,47,Universitario,27,14469.07,0,Satisfecho,2
Comuna 13,Cuenta Bancaria,3.82,Medio,1590614,Presencial,No,29,Técnico,12,11536.62,0,Muy Satisfecho,1
Comuna 13,Billetera Movil,4.93,Bajo,2400074,Digital,Sí,24,Técnico,50,11865.34,2,Satisfecho,0
Comuna 13,Billetera Movil,4.01,Alto,685897,Digital,No,20,Primaria,32,19154.81,3,Neutral,1
Comuna 13,Billetera Movil,0.94,Medio,2665354,Digital,No,56,Universitario,32,11036.54,2,Muy Insatisfecho,2
Zona Rural,Billetera Movil,7.41,Medio,2778095,Digital,No,61,Secundaria,28,4867.86,1,Insatisfecho,0
Comuna 10,Billetera Movil,1.54,Alto,2420899,Digital,Sí,21,Secundaria,13,13049.42,1,Muy Satisfecho,0
Comuna 13,Sin Acceso,2.89,Medio,2098516,Presencial,Sí,45,Primaria,31,16174.95,3,Satisfecho,1
Comuna 13,Billetera Movil,6.93,Alto,783388,Presencial,No,36,Secundaria,20,17194.56,2,Satisfecho,0
Comuna 8,Sin Acceso,1.88,Bajo,2415473,Presencial,No,38,Secundaria,27,4627.77,1,Muy Satisfecho,0
Comuna 8,Cuenta Bancaria,4.22,Bajo,969740,Digital,Sí,33,Técnico,37,10785.91,1,Muy Satisfecho,1
Comuna 8,Cuenta Bancaria,7.18,Alto,816091,Presencial,Sí,41,Primaria,21,16683.97,0,Neutral,1
Zona Rural,Billetera Movil,7.3,Alto,1092047,Digital,Sí,19,Secundaria,2,17392.34,2,Muy Insatisfecho,3
Comuna 10,Sin Acceso,4.41,Alto,923118,Presencial,Sí,55,Universitario,43,5677.67,3,Muy Satisfecho,0
Comuna 5,Billetera Movil,4.08,Medio,719235,Presencial,No,54,Primaria,26,1976.75,0,Insatisfecho,2
Comuna 13,Billetera Movil,1.96,Bajo,2618929,Digital,No,65,Secundaria,26,18188.11,1,Muy Insatisfecho,2
Zona Rural,Sin Acceso,3.88,Medio,2492572,Digital,Sí,21,Secundaria,49,12486.1,0,Muy Insatisfecho,3
Comuna 5,Billetera Movil,3.34,Bajo,2797400,Presencial,Sí,36,Secundaria,38,17853.76,3,Muy Satisfecho,3
Zona Rural,Cuenta Bancaria,2.36,Medio,650595,Presencial,No,58,Técnico,29,1061.74,1,Muy Satisfecho,0
Comuna 13,Billetera Movil,3.89,Bajo,2625953,Presencial,No,54,Secundaria,18,3719.47,2,Neutral,0
Comuna 13,Cuenta Bancaria,5.75,Medio,2631373,Presencial,Sí,56,Secundaria,30,5047.72,0,Neutral,0
Comuna 8,Billetera Movil,0.76,Medio,2719002,Presencial,Sí,48,Universitario,45,6606.27,1,Muy Satisfecho,0
Zona Rural,Sin Acceso,4.49,Alto,1299154,Presencial,Sí,40,Secundaria,24,13868.41,1,Muy Insatisfecho,1
Comuna 10,Sin Acceso,4.76,Medio,2179800,Digital,No,62,Universitario,4,1579.68,3,Muy Satisfecho,3
Zona Rural,Cuenta Bancaria,5.75,Medio,1222619,Digital,No,29,Universitario,37,16762.37,1,Neutral,1
Comuna 10,Cuenta Bancaria,5.39,Medio,1284645,Digital,Sí,42,Universitario,38,14661.13,3,Neutral,0
Comuna 5,Sin Acceso,1.24,Medio,664509,Presencial,No,55,Técnico,1,16392.83,0,Muy Satisfecho,2
Comuna 10,Sin Acceso,5.73,Bajo,1744569,Digital,No,40,Universitario,10,7273.42,3,Neutral,0
Comuna 13,Cuenta Bancaria,1.5,Bajo,2387815,Presencial,No,39,Secundaria,6,2397.85,2,Insatisfecho,0
Comuna 5,Cuenta Bancaria,0.87,Alto,550474,Digital,No,66,Técnico,25,1115.29,0,Muy Satisfecho,3
Comuna 5,Cuenta Bancaria,7.4,Bajo,2505008,Digital,No,66,Secundaria,48,6522.64,2,Insatisfecho,0
Comuna 8,Sin Acceso,6.9,Medio,2287985,Digital,No,58,Técnico,16,7552.14,2,Muy Satisfecho,1
Comuna 13,Sin Acceso,7.82,Alto,2468213,Presencial,No,46,Técnico,19,14694.06,2,Insatisfecho,1
Comuna 5,Cuenta Bancaria,2.47,Alto,2160580,Presencial,Sí,42,Técnico,50,5046.84,3,Satisfecho,3
Comuna 8,Sin Acceso,1.0,Medio,1818457,Digital,Sí,27,Primaria,11,11158.36,3,Insatisfecho,3
Comuna 5,Cuenta Bancaria,3.02,Alto,2167673,Presencial,Sí,33,Secundaria,43,12758.5,1,Muy Insatisfecho,0
Comuna 8,Sin Acceso,2.68,Bajo,2070356,Digital,Sí,44,Primaria,34,16848.58,3,Muy Satisfecho,0
Zona Rural,Sin Acceso,7.68,Bajo,2847442,Digital,Sí,42,Técnico,33,4243.65,1,Insatisfecho,2
Zona Rural,Billetera Movil,7.85,Bajo,2530695,Digital,Sí,30,Técnico,8,3725.22,3,Insatisfecho,2
Comuna 10,Cuenta Bancaria,1.18,Alto,2938101,Presencial,Sí,58,Primaria,48,10962.91,3,Muy Satisfecho,0
Comuna 10,Sin Acceso,1.24,Medio,1067355,Digital,No,35,Técnico,19,4462.4,2,Neutral,0
Comuna 5,Billetera Movil,7.7,Bajo,2128324,Digital,No,50,Técnico,43,11507.49,2,Insatisfecho,1
Comuna 5,Cuenta Bancaria,4.78,Medio,1230882,Presencial,Sí,47,Universitario,33,15067.74,2,Neutral,0
Zona Rural,Cuenta Bancaria,5.95,Bajo,2538269,Presencial,Sí,70,Primaria,23,8830.59,0,Muy Insatisfecho,0
Comuna 13,Billetera Movil,3.71,Medio,1161307,Presencial,Sí,31,Técnico,24,8569.23,3,Insatisfecho,3
Zona Rural,Sin Acceso,7.44,Alto,847818,Presencial,No,35,Primaria,15,8900.15,0,Muy Insatisfecho,3
Zona Rural,Billetera Movil,3.73,Medio,2947344,Presencial,No,58,Secundaria,33,5077.1,0,Satisfecho,0
Comuna 5,Sin Acceso,5.96,Bajo,2028480,Digital,No,39,Secundaria,31,13343.92,2,Satisfecho,0
Comuna 8,Cuenta Bancaria,7.44,Bajo,1101644,Digital,No,36,Primaria,24,3611.91,2,Neutral,1
Zona Rural,Cuenta Bancaria,6.31,Alto,1064411,Digital,No,59,Universitario,15,4285.77,0,Satisfecho,0
Comuna 5,Cuenta Bancaria,4.41,Medio,1645247,Digital,Sí,47,Universitario,35,5509.88,3,Neutral,0
Comuna 13,Billetera Movil,4.7,Medio,2151497,Presencial,Sí,48,Secundaria,23,18347.08,2,Muy Satisfecho,0
Comuna 5,Billetera Movil,4.17,Alto,2415817,Digital,No,49,Primaria,4,16735.26,3,Muy Insatisfecho,3
Comuna 5,Cuenta Bancaria,3.95,Bajo,1144051,Digital,No,31,Secundaria,22,4837.46,3,Neutral,2
Comuna 13,Billetera Movil,5.27,Bajo,890713,Presencial,Sí,61,Técnico,14,6931.04,1,Neutral,3
Zona Rural,Cuenta Bancaria,0.67,Alto,1794686,Presencial,No,37,Secundaria,39,14632.68,3,Muy Satisfecho,0
Comuna 5,Sin Acceso,1.23,Medio,1651054,Digital,Sí,57,Técnico,38,13145.21,3,Insatisfecho,1
Comuna 8,Sin Acceso,7.84,Bajo,1394418,Digital,Sí,54,Técnico,30,5845.84,1,Muy Insatisfecho,1
Zona Rural,Cuenta Bancaria,6.41,Bajo,1222778,Presencial,Sí,67,Técnico,28,2947.3,1,Muy Satisfecho,2
Comuna 8,Billetera Movil,7.73,Bajo,1315074,Digital,Sí,31,Universitario,37,7770.28,3,Insatisfecho,3
Zona Rural,Sin Acceso,0.84,Medio,922457,Digital,Sí,19,Universitario,1,3598.12,3,Neutral,0
Comuna 10,Sin Acceso,1.11,Bajo,2048379,Digital,Sí,65,Secundaria,21,3242.12,0,Muy Insatisfecho,1
Comuna 10,Cuenta Bancaria,3.95,Medio,921746,Presencial,Sí,22,Técnico,36,8882.53,1,Neutral,1
Zona Rural,Sin Acceso,7.28,Alto,537524,Presencial,No,38,Universitario,28,15083.7,1,Satisfecho,0
Comuna 10,Sin Acceso,0.96,Medio,944648,Presencial,Sí,42,Secundaria,45,9823.89,1,Satisfecho,0
Comuna 8,Cuenta Bancaria,5.56,Medio,2524998,Presencial,Sí,41,Técnico,23,9802.57,3,Neutral,0
Comuna 13,Billetera Movil,7.43,Alto,1095818,Digital,Sí,23,Técnico,18,1939.72,2,Muy Insatisfecho,1
Comuna 5,Sin Acceso,1.39,Medio,1764521,Digital,No,19,Técnico,9,6599.67,1,Neutral,1
Comuna 10,Billetera Movil,4.35,Medio,2727304,Presencial,No,51,Secundaria,27,11566.25,2,Muy Satisfecho,3
Comuna 5,Billetera Movil,7.23,Medio,1489343,Presencial,Sí,23,Primaria,29,14749.17,1,Muy Satisfecho,1
Zona Rural,Cuenta Bancaria,7.94,Bajo,2821109,Digital,Sí,30,Secundaria,44,2046.44,3,Neutral,0
Zona Rural,Billetera Movil,2.65,Alto,2038397,Digital,No,53,Secundaria,43,9045.69,3,Neutral,0
Comuna 10,Billetera Movil,3.72,Alto,2236680,Digital,No,40,Secundaria,5,3837.51,3,Satisfecho,2
Comuna 10,Billetera Movil,4.24,Bajo,1739092,Digital,No,70,Técnico,10,3154.87,0,Muy Satisfecho,0
Comuna 13,Billetera Movil,7.24,Alto,1694500,Digital,No,57,Primaria,35,1386.89,1,Satisfecho,1
Comuna 8,Sin Acceso,6.5,Alto,2921092,Presencial,No,38,Primaria,36,17148.25,3,Muy Satisfecho,3
Zona Rural,Sin Acceso,5.42,Alto,1604355,Presencial,No,65,Universitario,4,12592.26,3,Muy Insatisfecho,3
Zona Rural,Sin Acceso,5.95,Bajo,2660884,Presencial,No,67,Secundaria,24,4440.01,0,Insatisfecho,0
Zona Rural,Cuenta Bancaria,4.94,Bajo,988847,Digital,Sí,37,Secundaria,36,6318.08,1,Muy Satisfecho,3
Comuna 13,Billetera Movil,6.53,Bajo,2153364,Presencial,Sí,61,Técnico,17,1785.62,0,Muy Insatisfecho,0
Zona Rural,Billetera Movil,7.36,Medio,2923634,Presencial,No,65,Primaria,38,12494.38,2,Muy Satisfecho,0
Comuna 13,Cuenta Bancaria,4.92,Bajo,1556614,Presencial,No,36,Técnico,10,5095.49,3,Muy Insatisfecho,1
Comuna 13,Cuenta Bancaria,0.79,Alto,2407082,Digital,No,65,Primaria,5,1003.44,0,Insatisfecho,0
Comuna 13,Cuenta Bancaria,6.14,Bajo,2468459,Digital,Sí,25,Secundaria,26,6059.97,3,Muy Satisfecho,1
Comuna 13,Cuenta Bancaria,2.67,Medio,2256511,Presencial,Sí,65,Técnico,25,4787.17,0,Muy Insatisfecho,0
Comuna 10,Billetera Movil,4.08,Alto,519719,Presencial,Sí,65,Universitario,35,5570.56,1,Muy Insatisfecho,1
Comuna 13,Cuenta Bancaria,5.65,Alto,2529648,Digital,Sí,59,Técnico,19,3783.21,2,Muy Insatisfecho,3
Comuna 5,Sin Acceso,1.67,Alto,1803378,Presencial,No,40,Secundaria,13,13266.37,2,Neutral,0
Comuna 13,Cuenta Bancaria,5.33,Alto,2340826,Presencial,Sí,56,Primaria,3,13037.7,2,Neutral,1
Comuna 8,Billetera Movil,5.77,Medio,1409641,Digital,No,63,Universitario,13,15808.68,0,Insatisfecho,0
Zona Rural,Cuenta Bancaria,1.77,Bajo,2353359,Presencial,Sí,33,Técnico,22,3025.22,0,Insatisfecho,1
Comuna 5,Sin Acceso,7.72,Alto,820209,Digital,Sí,28,Técnico,20,19026.07,1,Muy Satisfecho,3
Comuna 5,Cuenta Bancaria,5.27,Medio,2639335,Digital,Sí,37,Técnico,9,5427.43,1,Muy Satisfecho,0
Comuna 8,Billetera Movil,1.71,Bajo,975267,Presencial,No,27,Primaria,45,3912.04,0,Satisfecho,1
Zona Rural,Sin Acceso,2.8,Alto,2273045,Presencial,Sí,69,Técnico,28,17677.66,3,Insatisfecho,0
Comuna 13,Cuenta Bancaria,7.87,Medio,2129978,Digital,Sí,53,Técnico,49,14262.16,1,Insatisfecho,1
Comuna 13,Cuenta Bancaria,2.07,Alto,532594,Digital,No,28,Técnico,17,7812.45,3,Insatisfecho,0
Comuna 13,Sin Acceso,1.46,Bajo,2244608,Digital,Sí,66,Universitario,4,3031.68,1,Muy Insatisfecho,3
Comuna 8,Billetera Movil,5.17,Bajo,2476531,Digital,Sí,67,Técnico,9,10818.3,0,Neutral,0
Comuna 13,Billetera Movil,6.73,Alto,1363022,Digital,Sí,25,Secundaria,47,14219.16,3,Muy Insatisfecho,1
Comuna 13,Billetera Movil,2.04,Medio,1218512,Presencial,Sí,61,Primaria,15,2723.54,1,Neutral,0
Comuna 5,Sin Acceso,4.0,Bajo,2798719,Presencial,Sí,33,Secundaria,39,5181.26,1,Muy Satisfecho,0
Comuna 8,Cuenta Bancaria,2.25,Medio,2632641,Presencial,No,28,Universitario,45,19305.62,3,Insatisfecho,1
Comuna 5,Sin Acceso,3.59,Bajo,2415956,Digital,Sí,36,Técnico,3,10439.82,3,Muy Insatisfecho,0
Comuna 8,Billetera Movil,6.15,Bajo,776874,Presencial,No,23,Primaria,4,17380.03,3,Muy Satisfecho,1
Zona Rural,Cuenta Bancaria,6.77,Medio,1795182,Presencial,Sí,37,Universitario,15,7323.34,0,Muy Satisfecho,1
Comuna 8,Cuenta Bancaria,2.45,Medio,1308961,Digital,No,31,Primaria,46,8997.58,3,Satisfecho,0
Comuna 8,Cuenta Bancaria,3.02,Alto,2829480,Digital,Sí,67,Universitario,40,16471.13,2,Neutral,1
Comuna 5,Cuenta Bancaria,4.69,Medio,890518,Digital,No,30,Primaria,50,7749.32,0,Satisfecho,0
Zona Rural,Cuenta Bancaria,7.88,Alto,2258976,Presencial,Sí,56,Universitario,5,2351.89,3,Muy Satisfecho,0
Comuna 5,Sin Acceso,5.63,Bajo,586556,Presencial,Sí,45,Secundaria,40,7563.16,1,Muy Insatisfecho,1
Comuna 10,Sin Acceso,4.06,Medio,830877,Presencial,Sí,54,Universitario,22,9231.58,0,Muy Insatisfecho,0
Comuna 8,Sin Acceso,5.93,Bajo,1510398,Digital,Sí,39,Secundaria,10,12974.59,0,Insatisfecho,1
Comuna 13,Sin Acceso,3.58,Bajo,670649,Presencial,Sí,63,Secundaria,7,3992.75,1,Muy Insatisfecho,0
Comuna 10,Sin Acceso,5.12,Medio,2132225,Digital,No,33,Secundaria,19,11522.49,0,Muy Satisfecho,0
Zona Rural,Cuenta Bancaria,2.4,Medio,693602,Digital,No,50,Técnico,27,3190.03,2,Insatisfecho,0
Comuna 10,Cuenta Bancaria,5.15,Alto,2396095,Presencial,No,69,Primaria,34,9823.73,3,Insatisfecho,0
Comuna 5,Cuenta Bancaria,0.5,Alto,975755,Digital,No,68,Secundaria,22,5737.54,2,Neutral,0
Comuna 13,Billetera Movil,2.59,Alto,1113540,Presencial,Sí,18,Primaria,17,17988.76,1,Muy Insatisfecho,3
Comuna 5,Sin Acceso,3.51,Alto,2670576,Digital,No,70,Universitario,15,6699.01,0,Muy Satisfecho,0
Comuna 13,Billetera Movil,2.73,Bajo,2891533,Digital,No,35,Primaria,5,3188.32,2,Muy Satisfecho,1
Comuna 5,Cuenta Bancaria,7.72,Medio,1797221,Digital,Sí,29,Universitario,33,14832.24,0,Insatisfecho,0
Comuna 10,Sin Acceso,7.69,Alto,560301,Presencial,Sí,61,Universitario,47,4995.64,0,Neutral,0
Comuna 8,Cuenta Bancaria,6.8,Bajo,1237360,Presencial,No,69,Primaria,45,9897.57,1,Insatisfecho,0
Comuna 13,Cuenta Bancaria,3.72,Alto,2023439,Digital,Sí,64,Secundaria,5,5169.64,2,Neutral,3
Comuna 5,Billetera Movil,4.62,Bajo,1674568,Digital,No,55,Técnico,42,9133.38,1,Satisfecho,0
Zona Rural,Cuenta Bancaria,6.22,Medio,1542746,Presencial,Sí,19,Universitario,41,13601.66,1,Satisfecho,1
Comuna 5,Cuenta Bancaria,3.35,Alto,1965225,Digital,No,49,Universitario,27,4540.93,1,Muy Satisfecho,1
Zona Rural,Cuenta Bancaria,5.37,Medio,2881811,Presencial,No,42,Secundaria,14,12049.84,3,Muy Satisfecho,1
Comuna 13,Cuenta Bancaria,7.01,Alto,1897996,Presencial,No,55,Técnico,26,14487.17,2,Muy Satisfecho,0
Comuna 5,Cuenta Bancaria,4.83,Bajo,1395825,Digital,No,62,Técnico,42,5635.31,3,Satisfecho,0
Comuna 5,Cuenta Bancaria,4.56,Medio,1852223,Presencial,No,25,Secundaria,3,15905.63,1,Muy Insatisfecho,0
Comuna 10,Cuenta Bancaria,6.46,Alto,2049853,Presencial,No,42,Técnico,47,11951.41,0,Muy Satisfecho,3
Comuna 13,Cuenta Bancaria,0.64,Alto,2494978,Digital,Sí,62,Universitario,1,3978.71,0,Muy Insatisfecho,0
Comuna 8,Sin Acceso,0.86,Medio,947634,Digital,No,38,Universitario,4,15093.45,1,Neutral,1
Comuna 5,Sin Acceso,4.07,Medio,2497058,Presencial,Sí,41,Universitario,6,2803.05,1,Neutral,3
Comuna 13,Sin Acceso,0.79,Medio,1094431,Presencial,No,37,Primaria,25,14434.72,3,Muy Satisfecho,0
Comuna 13,Sin Acceso,7.52,Bajo,1572467,Digital,Sí,27,Universitario,44,14075.38,3,Insatisfecho,0
Zona Rural,Sin Acceso,6.16,Bajo,1059666,Presencial,No,61,Primaria,44,5522.71,0,Neutral,0
Comuna 5,Billetera Movil,3.75,Bajo,2896608,Digital,No,53,Primaria,31,1357.67,2,Satisfecho,0
Comuna 8,Billetera Movil,6.44,Bajo,2584661,Digital,Sí,24,Universitario,37,7388.09,3,Neutral,2
Comuna 5,Sin Acceso,7.95,Medio,1642110,Presencial,No,25,Secundaria,6,16049.25,3,Neutral,0
Comuna 10,Cuenta Bancaria,7.28,Bajo,2491639,Presencial,No,49,Primaria,39,2061.75,0,Muy Insatisfecho,1
Comuna 5,Sin Acceso,6.6,Alto,2957640,Presencial,No,20,Universitario,11,14639.24,2,Neutral,2
Comuna 5,Sin Acceso,6.67,Bajo,2311837,Digital,Sí,65,Primaria,14,9456.02,2,Muy Insatisfecho,1
Zona Rural,Sin Acceso,1.6,Medio,1551314,Presencial,No,56,Técnico,16,10114.36,0,Insatisfecho,0
Comuna 13,Billetera Movil,0.94,Bajo,1806658,Presencial,Sí,51,Universitario,32,6549.81,2,Muy Satisfecho,0
Comuna 8,Billetera Movil,1.31,Medio,2483064,Presencial,Sí,37,Primaria,41,1621.7,3,Neutral,1
Comuna 8,Billetera Movil,4.9,Bajo,2733837,Digital,No,37,Primaria,22,12689.96,1,Neutral,1
Comuna 10,Cuenta Bancaria,7.34,Bajo,871475,Presencial,Sí,59,Técnico,40,2133.1,0,Neutral,1
Comuna 10,Cuenta Bancaria,3.81,Medio,536665,Digital,Sí,55,Técnico,38,15993.34,3,Insatisfecho,1
Comuna 8,Sin Acceso,2.94,Bajo,1353168,Presencial,Sí,60,Primaria,28,12645.01,1,Neutral,3
Comuna 8,Billetera Movil,6.75,Medio,1576581,Digital,No,65,Primaria,28,7362.38,1,Muy Satisfecho,0
Comuna 10,Cuenta Bancaria,7.07,Medio,1057556,Digital,No,46,Universitario,24,3014.17,0,Satisfecho,0
Comuna 5,Cuenta Bancaria,3.2,Medio,1648710,Presencial,No,31,Secundaria,10,1618.31,0,Muy Insatisfecho,2
Comuna 13,Cuenta Bancaria,6.88,Bajo,2127395,Digital,No,61,Universitario,11,18886.28,2,Muy Satisfecho,2
Comuna 13,Sin Acceso,2.04,Bajo,533051,Digital,No,55,Secundaria,25,4165.33,2,Satisfecho,1
Comuna 8,Billetera Movil,2.88,Medio,2202293,Digital,No,32,Primaria,48,15277.43,3,Muy Insatisfecho,1
Comuna 10,Cuenta Bancaria,1.97,Alto,721441,Presencial,No,29,Técnico,24,18594.71,3,Insatisfecho,0
Comuna 10,Cuenta Bancaria,0.95,Alto,2912708,Digital,No,38,Técnico,17,4287.74,2,Muy Insatisfecho,0
Comuna 5,Cuenta Bancaria,4.21,Alto,1923444,Digital,No,31,Secundaria,36,6176.73,1,Neutral,2
Comuna 5,Cuenta Bancaria,2.9,Bajo,1595710,Presencial,No,24,Universitario,41,4213.95,2,Satisfecho,1
Comuna 10,Billetera Movil,3.11,Medio,987260,Digital,No,59,Primaria,22,9995.27,1,Insatisfecho,0
Comuna 13,Billetera Movil,6.67,Alto,923408,Presencial,No,27,Universitario,39,6430.5,1,Insatisfecho,0
Comuna 5,Billetera Movil,7.06,Bajo,1014415,Digital,Sí,32,Secundaria,16,4170.91,2,Muy Insatisfecho,0
Comuna 8,Billetera Movil,5.62,Medio,1734238,Presencial,No,52,Universitario,29,2289.17,0,Insatisfecho,1
Comuna 10,Sin Acceso,1.5,Alto,894888,Presencial,No,42,Primaria,3,2053.17,0,Neutral,0
Zona Rural,Sin Acceso,7.32,Medio,2672420,Digital,Sí,69,Técnico,25,15085.37,2,Neutral,1
Comuna 10,Sin Acceso,4.93,Alto,1045167,Presencial,Sí,64,Secundaria,18,8357.75,3,Insatisfecho,0
Comuna 10,Cuenta Bancaria,4.98,Alto,1428221,Presencial,Sí,46,Universitario,20,6400.7,0,Muy Insatisfecho,0
Comuna 5,Cuenta Bancaria,2.07,Bajo,2560055,Digital,No,34,Técnico,13,12747.31,1,Muy Insatisfecho,0
Comuna 10,Sin Acceso,1.43,Alto,2426398,Presencial,No,64,Primaria,24,3755.93,1,Muy Satisfecho,0
Comuna 13,Sin Acceso,7.91,Alto,2254437,Presencial,Sí,35,Secundaria,27,15372.26,2,Insatisfecho,0
Zona Rural,Sin Acceso,2.57,Bajo,634833,Digital,No,43,Universitario,14,16926.38,0,Muy Insatisfecho,1
Comuna 5,Cuenta Bancaria,6.16,Alto,1121525,Digital,Sí,59,Universitario,25,4027.37,3,Muy Satisfecho,0
Comuna 8,Sin Acceso,6.31,Bajo,2488035,Digital,No,60,Universitario,6,7404.37,2,Muy Insatisfecho,3
Comuna 5,Cuenta Bancaria,4.29,Bajo,1856764,Presencial,No,23,Técnico,38,3798.62,2,Insatisfecho,1
Comuna 5,Sin Acceso,4.42,Bajo,1201429,Digital,No,66,Secundaria,40,12207.02,1,Neutral,3
Comuna 8,Sin Acceso,7.87,Medio,2331185,Presencial,No,31,Técnico,41,3255.85,3,Neutral,1
Comuna 5,Billetera Movil,7.06,Medio,653098,Digital,Sí,42,Secundaria,2,7336.74,3,Satisfecho,1
Zona Rural,Billetera Movil,3.74,Medio,2179232,Presencial,No,39,Universitario,48,12090.84,3,Neutral,3
Comuna 13,Sin Acceso,6.94,Medio,829098,Digital,No,64,Universitario,17,4618.91,0,Muy Insatisfecho,0
Comuna 10,Billetera Movil,7.25,Alto,2654162,Presencial,No,70,Técnico,11,17473.72,2,Insatisfecho,0
Comuna 8,Cuenta Bancaria,6.52,Bajo,1209730,Presencial,No,58,Técnico,38,15407.05,1,Insatisfecho,1
Comuna 10,Sin Acceso,6.4,Medio,734394,Digital,Sí,18,Técnico,21,14624.02,2,Insatisfecho,0
Comuna 13,Sin Acceso,4.46,Alto,2000773,Digital,No,22,Secundaria,1,16180.21,1,Muy Satisfecho,1
Comuna 5,Sin Acceso,1.79,Alto,1925879,Digital,No,51,Secundaria,38,12515.28,2,Muy Satisfecho,0
Comuna 8,Cuenta Bancaria,2.65,Medio,2882022,Digital,Sí,64,Técnico,29,1792.82,0,Neutral,0
Comuna 13,Billetera Movil,5.52,Alto,975856,Presencial,Sí,67,Universitario,31,7227.11,2,Muy Satisfecho,0
Comuna 13,Sin Acceso,2.29,Bajo,2414165,Presencial,No,55,Secundaria,12,16612.29,1,Insatisfecho,0
Comuna 8,Billetera Movil,6.64,Alto,1097652,Presencial,No,56,Universitario,29,2053.75,0,Muy Satisfecho,3
Comuna 8,Billetera Movil,2.61,Bajo,734871,Digital,No,30,Universitario,10,10017.37,3,Neutral,1
Zona Rural,Billetera Movil,1.16,Bajo,2901732,Presencial,No,59,Primaria,29,1828.62,1,Muy Insatisfecho,3
Comuna 13,Billetera Movil,7.61,Alto,604711,Presencial,Sí,54,Secundaria,49,17897.42,0,Insatisfecho,1
Comuna 13,Sin Acceso,1.96,Medio,2164522,Presencial,Sí,66,Universitario,22,16464.81,3,Insatisfecho,1
Comuna 5,Billetera Movil,3.83,Bajo,1440148,Presencial,Sí,45,Primaria,45,14448.03,0,Muy Satisfecho,1
Comuna 8,Sin Acceso,5.06,Alto,1636782,Digital,No,33,Universitario,38,14548.35,0,Neutral,0
Comuna 5,Cuenta Bancaria,2.87,Alto,572940,Digital,No,41,Universitario,20,5222.35,1,Insatisfecho,0
Comuna 10,Billetera Movil,7.56,Medio,2322693,Presencial,No,29,Universitario,36,4724.27,3,Muy Satisfecho,0
Comuna 10,Sin Acceso,6.31,Medio,777986,Digital,Sí,51,Técnico,20,4293.77,2,Muy Insatisfecho,1
Comuna 5,Cuenta Bancaria,5.37,Medio,2718649,Digital,No,68,Secundaria,18,14026.97,1,Neutral,1
Zona Rural,Sin Acceso,5.41,Alto,1265462,Digital,No,22,Técnico,26,12975.11,2,Neutral,1
Comuna 13,Sin Acceso,2.08,Alto,640516,Digital,No,23,Primaria,20,16829.11,0,Satisfecho,1
Comuna 10,Cuenta Bancaria,5.42,Alto,1662086,Presencial,No,22,Universitario,39,9654.61,1,Muy Satisfecho,0
Comuna 13,Billetera Movil,4.57,Bajo,2967278,Presencial,No,53,Primaria,44,10825.75,2,Muy Satisfecho,1
Zona Rural,Cuenta Bancaria,6.62,Bajo,2719268,Digital,Sí,50,Técnico,17,18350.35,3,Satisfecho,3
Zona Rural,Billetera Movil,3.03,Alto,926330,Digital,No,49,Técnico,47,8911.72,0,Satisfecho,1
Comuna 10,Billetera Movil,0.58,Medio,2958620,Presencial,No,67,Primaria,39,7930.91,1,Satisfecho,1
Comuna 10,Billetera Movil,6.79,Alto,783296,Digital,No,54,Secundaria,29,16006.8,2,Muy Insatisfecho,1
Zona Rural,Cuenta Bancaria,3.35,Alto,2396052,Digital,Sí,64,Primaria,4,1372.87,0,Muy Satisfecho,0
Comuna 5,Cuenta Bancaria,3.86,Alto,545860,Digital,No,59,Técnico,19,4328.58,0,Muy Satisfecho,2
Comuna 8,Sin Acceso,4.2,Bajo,1334835,Digital,Sí,48,Primaria,39,8901.03,3,Insatisfecho,0
Comuna 5,Cuenta Bancaria,7.48,Medio,630128,Digital,Sí,53,Universitario,43,8391.91,0,Satisfecho,1
Comuna 8,Cuenta Bancaria,7.82,Medio,1849352,Presencial,Sí,35,Técnico,24,10942.5,1,Satisfecho,3
Zona Rural,Billetera Movil,3.46,Alto,1781950,Digital,Sí,24,Primaria,6,5257.36,0,Insatisfecho,1
Comuna 5,Sin Acceso,5.06,Bajo,711766,Presencial,Sí,29,Primaria,21,18627.39,3,Muy Satisfecho,1
